,State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Acre,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
287,CA,San-Mateo-County,Foster City,954 Diaz Ln,94404,Townhouse,Active,"1,499,000",1975,3.0,2.5,1380.0,"1,380Sq Ft","1,550 Sq. Ft.",,9,64,56.0,Yes,"1,497,608"
288,CA,San-Mateo-County,SAN MATEO,920 Peninsula Ave,94401,Condo,Active,"925,000",1965,2.0,1.5,1152.0,"1,152Sq Ft",,,7,81,67.0,Yes,"923,897"
289,CA,San-Mateo-County,BURLINGAME,917 Azalea Ave,94010,Single Family Home,Active,"1,758,000",1941,2.0,1.0,950.0,950Sq Ft,"5,000 Sq. Ft.",,9,79,77.0,Yes,"1,829,408"
290,CA,San-Mateo-County,PACIFICA,828 Linda Mar Blvd,94044,Single Family Home,Active,"1,450,000",1954,3.0,2.0,1540.0,"1,540Sq Ft","4,950 Sq. Ft.",,7,69,51.0,Yes,
291,CA,San-Mateo-County,SAN MATEO,1612 Marina Ct Unit A,94403,Condo,Active,"749,000",1961,3.0,1.0,1008.0,"1,008Sq Ft",,,7,54,75.0,Yes,"752,767"
292,CA,San-Mateo-County,MONTARA,911 Jordan St,94037,Single Family Home,Active,"2,600,000",2001,4.0,4.5,3439.0,"3,439Sq Ft",0.26 Acres,,6,4,17.0,Yes,"2,543,261"
293,CA,San-Mateo-County,SAN MATEO,1149 Yates Way,94403,Townhouse,Active,"1,288,000",2001,2.0,2.5,1254.0,"1,254Sq Ft",0.33 Acres,,7,67,83.0,Yes,"1,299,227"
294,CA,San-Mateo-County,SAN CARLOS,1902 San Carlos Ave,94070,Single Family Home,Active,"1,899,000",1936,3.0,2.0,1740.0,"1,740Sq Ft","5,800 Sq. Ft.",,9,49,46.0,Yes,"1,957,613"
295,CA,San-Mateo-County,HILLSBOROUGH,10 Fawn Ct,94010,Single Family Home,Active,"7,498,000",1968,5.0,6.5,6105.0,"6,105Sq Ft",0.53 Acres,,9,13,8.0,No,"7,487,121"
296,CA,San-Mateo-County,Burlingame,909 Rollins Rd,94010,Multi-Family (2-4 Unit),Active,"1,898,000",1952,8.0,4.0,3336.0,"3,336Sq Ft","5,250 Sq. Ft.",,9,66,78.0,No,"1,887,819"
297,CA,San-Mateo-County,Daly City,493 Lakeshire Dr,94015,Single Family Residential,Active,"1,195,000",1960,4.0,3.0,1890.0,"1,890Sq Ft","3,366 Sq. Ft.",,7,60,25.0,Yes,
298,CA,San-Mateo-County,FOSTER CITY,591 Pilgrim Dr,94404,Condo,Active,"1,868,000",2022,3.0,2.5,1866.0,"1,866Sq Ft",,,7,77,55.0,Yes,"1,865,023"
299,CA,San-Mateo-County,BURLINGAME,2533 Hayward Dr,94010,Single Family Home,Active,"5,950,000",1955,4.0,3.5,3399.0,"3,399Sq Ft",0.37 Acres,,9,17,14.0,Yes,"5,934,484"
300,CA,San-Mateo-County,SAN CARLOS,103 Mirabel Pl,94070,Single Family Home,Active,"2,398,888",2014,4.0,3.5,2339.0,"2,339Sq Ft","3,922 Sq. Ft.",,9,85,51.0,Yes,"2,484,402"
301,CA,San-Mateo-County,DALY CITY,932 Gellert Blvd,94015,Single Family Home,Active,"1,298,000",1972,3.0,3.0,1640.0,"1,640Sq Ft","3,135 Sq. Ft.",,7,55,28.0,Yes,"1,313,505"
302,CA,San-Mateo-County,SAN MATEO,1 Baldwin Ave #821,94401,Condo,Active,"309,000",1988,1.0,1.0,800.0,800Sq Ft,,,7,95,69.0,Yes,"308,735"
303,CA,San-Mateo-County,SAN MATEO,38 Crystal Springs Rd #1,94402,Condo,Active,"995,000",1973,2.0,2.0,990.0,990Sq Ft,0.45 Acres,,7,96,61.0,No,"991,624"
304,CA,San-Mateo-County,PACIFICA,628 Linda Mar Blvd,94044,Single Family Home,Active,"995,000",1954,3.0,1.0,1040.0,"1,040Sq Ft","5,000 Sq. Ft.",,7,67,65.0,Yes,"1,047,744"
305,CA,San-Mateo-County,REDWOOD CITY,3940 Brookline Way,94062,Single Family Home,Active,"2,399,000",1948,3.0,3.0,1935.0,"1,935Sq Ft","7,480 Sq. Ft.",,8,16,22.0,Yes,"2,509,992"
306,CA,San-Mateo-County,Daly City,1604 Edgeworth Ave,94015,Single Family Residential,Active,"1,728,000",2017,4.0,3.0,2095.0,"2,095Sq Ft","2,095 Sq. Ft.",,7,78,28.0,Yes,"1,720,976"
307,CA,San-Mateo-County,PORTOLA VALLEY,180 Mimosa Way,94028,Single Family Home,Active,"3,198,000",1953,2.0,2.0,1780.0,"1,780Sq Ft",0.27 Acres,,8,16,15.0,Yes,"3,215,059"
308,CA,San-Mateo-County,HILLSBOROUGH,2320 Skyfarm Dr,94010,Single Family Home,Active,"3,950,000",1975,4.0,2.5,2580.0,"2,580Sq Ft",0.62 Acres,,9,3,6.0,Yes,"4,021,864"
309,CA,San-Mateo-County,San Mateo,924 10th Ave,94402,Multi-Family (2-4 Unit),Active,"1,418,000",1937,3.0,2.0,1710.0,"1,710Sq Ft","5,085 Sq. Ft.",,8,80,82.0,Yes,
310,CA,San-Mateo-County,PACIFICA,1199 Oddstad Blvd,94044,Townhouse,Active,"799,000",1973,2.0,1.5,980.0,980Sq Ft,850 Sq. Ft.,,7,12,6.0,Yes,"820,244"
311,CA,San-Mateo-County,FOSTER CITY,130 Cityhomes Ln,94404,Townhouse,Active,"1,325,000",1987,2.0,2.5,1530.0,"1,530Sq Ft",920 Sq. Ft.,,7,77,68.0,Yes,"1,374,602"
312,CA,San-Mateo-County,BURLINGAME,1046 Laguna Ave,94010,Single Family Home,Active,"2,199,950",1993,3.0,3.5,2170.0,"2,170Sq Ft","5,750 Sq. Ft.",,9,89,85.0,Yes,"2,199,606"
313,CA,San-Mateo-County,SAN MATEO,128 N El Camino Real #209,94401,Condo,Active,"999,000",1994,2.0,2.5,1298.0,"1,298Sq Ft",,,7,90,70.0,Yes,"1,005,734"
314,CA,San-Mateo-County,Redwood City,1650 - 1652 Kansas St,94061,Multi-Family (2-4 Unit),Active,"1,950,000",1971,5.0,4.0,3540.0,"3,540Sq Ft","6,000 Sq. Ft.",,6,67,62.0,Yes,"1,948,315"
315,CA,San-Mateo-County,SAN MATEO,100 Tilton Ave,94401,Townhouse,Active,"1,395,000",2017,3.0,2.5,1333.0,"1,333Sq Ft",0.77 Acres,,7,95,73.0,Yes,"1,442,625"
316,CA,San-Mateo-County,FOSTER CITY,126 Williams Ln,94404,Single Family Home,Active,"1,788,000",1986,3.0,2.5,1670.0,"1,670Sq Ft","2,964 Sq. Ft.",,9,20,72.0,Yes,"1,791,609"
317,CA,San-Mateo-County,Pacifica,252 Clarendon Rd,94044,Single Family Residential,Active,"799,000",1980,1.0,1.0,810.0,810Sq Ft,"5,130 Sq. Ft.",,7,75,28.0,No,"804,631"
318,CA,San-Mateo-County,BRISBANE,129 Alvarado St,94005,Single Family Home,Active,"899,000",1929,2.0,1.0,690.0,690Sq Ft,"2,500 Sq. Ft.",,7,80,46.0,Yes,"909,627"
319,CA,San-Mateo-County,ATHERTON,72 Barry Ln,94027,Single Family Home,Active,"31,950,000",2015,6.0,7.5,11540.0,"11,540Sq Ft",1.20 Acres,,9,3,45.0,Yes,"30,781,920"
320,CA,San-Mateo-County,East Palo Alto,767 Carole Ct,94303,Single Family Residential,Active,"1,685,000",2005,5.0,2.5,3159.0,"3,159Sq Ft","6,510 Sq. Ft.",,7,78,75.0,Yes,"1,696,548"
321,CA,San-Mateo-County,WOODSIDE,1369 Canada Rd,94062,Single Family Home,Active,"4,750,000",1953,2.0,1.0,1120.0,"1,120Sq Ft",1.10 Acres,,9,37,43.0,Yes,"4,720,644"
322,CA,San-Mateo-County,REDWOOD CITY,49 Cove Ln,94065,Condo,Active,"1,049,000",1983,2.0,2.0,1240.0,"1,240Sq Ft",,,9,39,75.0,No,
323,CA,San-Mateo-County,SAN CARLOS,222 Laurel St #208,94070,Condo,Active,"695,000",1963,1.0,1.0,702.0,702Sq Ft,0.47 Acres,,9,87,42.0,Yes,"693,644"
324,CA,San-Mateo-County,FOSTER CITY,853 Vespucci Ln,94404,Townhouse,Active,"1,488,000",1974,2.0,1.5,1460.0,"1,460Sq Ft","1,855 Sq. Ft.",,9,78,60.0,Yes,"1,489,762"
325,CA,San-Mateo-County,Daly City,730 Pointe Pacific Dr #2,94014,Condo,Active,"1,048,888",1986,3.0,2.5,1572.0,"1,572Sq Ft",5.18 Acres,,7,36,15.0,Yes,"1,049,794"
326,CA,San-Mateo-County,SAN MATEO,155 N El Camino Real #10,94401,Condo,Active,"520,000",1949,1.0,1.0,710.0,710Sq Ft,,,7,39,34.0,Yes,"520,655"
327,CA,San-Mateo-County,DALY CITY,154-156 2nd Ave,94014,Duplex,Active,"1,325,000",1988,6.0,3.0,3281.0,"3,281Sq Ft",453.40 Acres,,7,91,37.0,Yes,"1,323,565"
328,CA,San-Mateo-County,San Bruno,261 Fernwood Dr,94066,Single Family Residential,Active,"995,000",1957,3.0,2.0,1040.0,"1,040Sq Ft","5,250 Sq. Ft.",,6,11,7.0,Yes,"1,031,134"
329,CA,San-Mateo-County,EAST PALO ALTO,311 Wisteria Dr,94303,Single Family Home,Active,"1,299,000",1951,6.0,3.0,2541.0,"2,541Sq Ft","5,000 Sq. Ft.",,7,43,70.0,Yes,"1,312,529"
330,CA,San-Mateo-County,BURLINGAME,1493 Oak Grove Ave #403,94010,Condo,Active,"948,000",2021,1.0,1.0,620.0,620Sq Ft,,,9,85,82.0,Yes,"941,411"
331,CA,San-Mateo-County,Redwood Shores,806 Mediterranean Ln #1822,94065,Condo,Active,"1,449,441",1989,2.0,2.0,1892.0,"1,892Sq Ft","1,860 Sq. Ft.",,9,19,72.0,Yes,"1,504,542"
332,CA,San-Mateo-County,DALY CITY,30 Alpine Ave,94015,Single Family Home,Active,"998,000",1955,3.0,1.0,1060.0,"1,060Sq Ft","3,400 Sq. Ft.",,7,70,42.0,Yes,"1,021,946"
333,CA,San-Mateo-County,FOSTER CITY,982 De Soto Ln,94404,Single Family Home,Active,"1,988,000",1975,3.0,2.0,2110.0,"2,110Sq Ft","4,910 Sq. Ft.",,9,62,51.0,Yes,"2,004,638"
334,CA,San-Mateo-County,SAN BRUNO,3790 Fleetwood Dr,94066,Single Family Home,Active,"1,298,000",1963,3.0,3.0,1400.0,"1,400Sq Ft","5,000 Sq. Ft.",,8,43,18.0,Yes,"1,386,760"
335,CA,San-Mateo-County,BURLINGAME,1552 Alturas Dr,94010,Single Family Home,Active,"2,798,000",1954,4.0,3.0,2530.0,"2,530Sq Ft","7,260 Sq. Ft.",,9,11,14.0,Yes,"2,831,871"
336,CA,San-Mateo-County,San Mateo,473 Landeros Dr Unit N5,94403,Townhouse,Price Change,"1,468,000",2014,2.0,2.0,1353.0,"1,353Sq Ft","1,322 Sq. Ft.",,7,71,80.0,Yes,"1,467,834"
337,CA,San-Mateo-County,PACIFICA,708 Saint Lawrence Ct,94044,Single Family Home,Active,"1,575,000",1969,4.0,2.0,1680.0,"1,680Sq Ft",0.51 Acres,,7,4,3.0,Yes,"1,636,154"
338,CA,San-Mateo-County,SAN BRUNO,7229 Shelter Creek Ln,94066,Condo,Active,"498,000",1972,1.0,1.0,680.0,680Sq Ft,,,7,45,18.0,Yes,"499,541"
339,CA,San-Mateo-County,MENLO PARK,3027 Barney Ave,94025,Single Family Home,Active,"9,988,000",2012,5.0,6.0,5890.0,"5,890Sq Ft",0.45 Acres,,8,28,72.0,Yes,"9,950,077"
340,CA,San-Mateo-County,EAST PALO ALTO,480 E O'Keefe St #217,94303,Condo,Active,"475,000",1981,1.0,1.0,613.0,613Sq Ft,,,7,62,80.0,Yes,"475,564"
341,CA,San-Mateo-County,FOSTER CITY,101 Calypso Ln,94404,Condo,Active,"2,338,000",2022,4.0,3.5,2239.0,"2,239Sq Ft",,,,77,55.0,Yes,
342,CA,San-Mateo-County,REDWOOD CITY,308 Northumberland Ave,94061,Townhouse,Active,"1,328,000",1987,3.0,2.5,1585.0,"1,585Sq Ft","1,028 Sq. Ft.",,6,79,75.0,Yes,"1,339,429"
343,CA,San-Mateo-County,BURLINGAME,1022 Chula Vista Ave #1,94010,Condo,Active,"1,098,000",1991,2.0,2.0,1065.0,"1,065Sq Ft",,,9,88,84.0,Yes,"1,095,519"
344,CA,San-Mateo-County,SAN MATEO,212 Huron Ave,94401,Single Family Home,Active,"1,450,000",1949,3.0,2.0,1120.0,"1,120Sq Ft","5,500 Sq. Ft.",,7,60,72.0,Yes,"1,476,235"
345,CA,San-Mateo-County,BURLINGAME,6079 Skyline Blvd,94010,Single Family Home,Active,"4,948,000",2000,5.0,5.5,5100.0,"5,100Sq Ft",0.28 Acres,,9,8,19.0,Yes,"4,940,980"
346,CA,San-Mateo-County,BELMONT,1702 Valley View Ave,94002,Single Family Home,Active,"2,588,000",1978,3.0,3.5,2490.0,"2,490Sq Ft","9,400 Sq. Ft.",,9,10,18.0,Yes,"2,615,832"
347,CA,San-Mateo-County,REDWOOD CITY,2650 Carolina Ave,94061,Single Family Home,Active,"1,728,000",1951,3.0,2.0,1160.0,"1,160Sq Ft","7,686 Sq. Ft.",,6,74,78.0,Yes,"1,824,848"
348,CA,San-Mateo-County,SAN MATEO,3929 Casanova Dr,94403,Single Family Home,Active,"1,498,000",1950,3.0,1.0,1080.0,"1,080Sq Ft","5,000 Sq. Ft.",,7,58,76.0,Yes,"1,597,319"
349,CA,San-Mateo-County,SAN CARLOS,1 Elm St #101,94070,Condo,Active,"945,000",1981,2.0,2.0,1180.0,"1,180Sq Ft",,,9,80,36.0,Yes,"941,573"
350,CA,Contra-Costa-County,Walnut Creek,1127 Calder Ln,94598,Single Family Residential,Active,"1,895,000",1983,4.0,3.0,2915.0,"2,915Sq Ft","7,500 Sq. Ft.",,9,33,33.0,Yes,"1,906,822"
351,CA,Contra-Costa-County,Richmond,5520 Sutter Ave,94804,Single Family Residential,Active,"695,000",1941,2.0,1.0,861.0,861Sq Ft,"5,000 Sq. Ft.",,5,75,69.0,Yes,
352,CA,Contra-Costa-County,Concord,1501 Criquet Ct,94518,Single Family Residential,Active,"879,950",1971,3.0,2.0,1387.0,"1,387Sq Ft","8,400 Sq. Ft.",,4,15,43.0,Yes,"888,992"
353,CA,Contra-Costa-County,Lafayette,20 Woodbury Highlands Ct #14,94549,Condo,Active,"2,474,672",2022,4.0,3.0,2647.0,"2,647Sq Ft","2,647 Sq. Ft.",,9,69,35.0,Yes,"2,469,451"
354,CA,Contra-Costa-County,Concord,963 Alla Ave,94518,Single Family Residential,Price Change,"659,000",1958,3.0,2.0,1247.0,"1,247Sq Ft","6,111 Sq. Ft.",,4,44,45.0,Yes,"670,676"
355,CA,Contra-Costa-County,Danville,5525 Old School Rd,94588,Single Family Residential,Active,"2,695,000",1976,4.0,2.5,2940.0,"2,940Sq Ft",2.28 Acres,,9,0,8.0,Yes,"2,721,760"
356,CA,Contra-Costa-County,Richmond,788 Amador St,94805,Single Family Residential,New,"699,900",1943,3.0,1.5,1319.0,"1,319Sq Ft","6,000 Sq. Ft.",,5,62,59.0,Yes,"702,205"
357,CA,Contra-Costa-County,Walnut Creek,1945 Trinity Ave #1,94596,Condo,New,"599,000",1979,2.0,1.0,891.0,891Sq Ft,,,9,87,66.0,No,"597,779"
358,CA,Contra-Costa-County,CONCORD,2890 Treat Blvd #28,94518,Condo,Active,"460,000",1974,2.0,1.0,917.0,917Sq Ft,,,7,65,77.0,Yes,"460,143"
359,CA,Contra-Costa-County,Concord,4081 Clayton Rd #136,94521,Condo,New,"299,000",1972,1.0,1.0,675.0,675Sq Ft,,,6,59,59.0,No,"298,367"
360,CA,Contra-Costa-County,Orinda,619 WATCHWOOD Rd,94563-2722,Single Family Residential,New,"1,849,000",1987,3.0,2.0,2050.0,"2,050Sq Ft","5,000 Sq. Ft.",,9,49,49.0,Yes,
361,CA,Contra-Costa-County,Walnut Creek,2712 Oak Rd #59,94597,Condo,New,"550,000",1972,3.0,2.0,1181.0,"1,181Sq Ft",,,9,64,76.0,Yes,"549,262"
362,CA,Contra-Costa-County,Concord,1367 Coventry Rd,94518,Single Family Residential,Active,"650,000",1949,3.0,1.0,1010.0,"1,010Sq Ft","8,599 Sq. Ft.",,5,48,77.0,Yes,"658,716"
363,CA,Contra-Costa-County,San Ramon,406 S Overlook,94582,Condo,New,"749,950",1988,2.0,2.0,1079.0,"1,079Sq Ft",,,9,32,25.0,Yes,"750,815"
364,CA,Contra-Costa-County,Brentwood,2532 Winged Foot Rd,94513,Single Family Residential,New,"908,000",2005,4.0,2.5,2849.0,"2,849Sq Ft","8,647 Sq. Ft.",,9,1,,Yes,"915,693"
365,CA,Contra-Costa-County,Pinole,1713 Dalessi Dr,94564-222,Condo,Active,"435,000",1981,2.0,2.5,1254.0,"1,254Sq Ft",,,4,55,38.0,Yes,"432,773"
366,CA,Contra-Costa-County,Walnut Creek,3183 Wayside Plz #307,94597,Condo,New,"500,000",1985,2.0,2.0,968.0,968Sq Ft,,,5,61,72.0,Yes,"499,622"
367,CA,Contra-Costa-County,Richmond,6217 Bernhard Ave,94805,Single Family Residential,New,"1,095,000",1953,3.0,2.0,1676.0,"1,676Sq Ft","4,400 Sq. Ft.",,5,38,20.0,Yes,"1,233,145"
368,CA,Contra-Costa-County,Antioch,917 Clay Ct,94509,Single Family Residential,Active,"629,000",1987,3.0,2.5,6552.0,"6,552Sq Ft",,,5,16,28.0,Yes,"636,402"
369,CA,Contra-Costa-County,Danville,4121 Fox Creek Ct,94506,Single Family Residential,New,"2,680,000",1988,4.0,3.5,3500.0,"3,500Sq Ft","8,600 Sq. Ft.",,9,0,,Yes,"2,676,895"
370,CA,Contra-Costa-County,Antioch,1521 D St,94509,Single Family Residential,New,"519,900",1956,3.0,2.0,1247.0,"1,247Sq Ft","9,120 Sq. Ft.",,3,81,71.0,Yes,"535,009"
371,CA,Contra-Costa-County,Walnut Creek,3041 Grey Eagle Dr Unit .,94595,Condo,New,"1,575,000",1999,3.0,2.5,2246.0,"2,246Sq Ft",,,9,2,3.0,Yes,"1,580,562"
372,CA,Contra-Costa-County,Antioch,1909 Strasbourg Ln,94509,Mobile/Manufactured Home,New,"222,500",1999,2.0,2.0,1232.0,"1,232Sq Ft",,,3,18,47.0,Yes,"221,298"
373,CA,Contra-Costa-County,Lafayette,21 Samantha Dr,94549,Single Family Residential,New,"4,300,000",2005,5.0,5.0,4641.0,"4,641Sq Ft",0.81 Acres,,9,14,48.0,Yes,"4,306,354"
374,CA,Contra-Costa-County,WALNUT CREEK,2832 Eccleston Ave,94597,Single Family Home,Active,"1,168,000",1948,3.0,1.0,1596.0,"1,596Sq Ft","9,200 Sq. Ft.",,8,70,85.0,Yes,"1,175,686"
375,CA,Contra-Costa-County,Antioch,3200 E 18th St,94509,Vacant Land,Active,"672,200",1948,,,,1.29,1.29 Acres,,5,26,39.0,No,"671,163"
376,CA,Contra-Costa-County,Oakley,43 Sugarbush Ct,94561,Single Family Residential,New,"618,900",2012,3.0,2.0,1490.0,"1,490Sq Ft","5,100 Sq. Ft.",,7,36,54.0,Yes,"621,156"
377,CA,Contra-Costa-County,Richmond,960 7th St,94801,Single Family Residential,Active,"480,000",1924,2.0,1.0,1022.0,"1,022Sq Ft","2,823 Sq. Ft.",,3,59,60.0,Yes,"480,240"
378,CA,Contra-Costa-County,San Ramon,33 Playa Ct,94583,Single Family Residential,New,"1,549,900",1969,4.0,2.0,2000.0,"2,000Sq Ft",0.74 Acres,,9,72,51.0,Yes,"1,555,053"
379,CA,Contra-Costa-County,El Cerrito,7704 Ricardo Ct,94530,Single Family Residential,New,"1,250,000",1953,4.0,2.0,2720.0,"2,720Sq Ft","5,780 Sq. Ft.",,5,43,32.0,Yes,"1,585,257"
380,CA,Contra-Costa-County,Concord,3641 Clayton Rd #9,94521,Condo,Active,"395,000",1981,2.0,1.0,800.0,800Sq Ft,,,6,74,43.0,Yes,"396,365"
381,CA,Contra-Costa-County,Discovery Bay,1633 Riverlake Rd,94505,Townhouse,New,"474,900",1989,2.0,2.0,1289.0,"1,289Sq Ft","2,700 Sq. Ft.",,7,46,40.0,Yes,"475,594"
382,CA,Contra-Costa-County,Lafayette,3272 Marlene Dr,94549-4724,Condo,New,"779,000",1972,3.0,1.5,1160.0,"1,160Sq Ft",,,9,54,49.0,Yes,"792,686"
383,CA,Contra-Costa-County,ANTIOCH,5204 Grass Valley Way,94531,Single Family Home,Active,"569,000",1997,3.0,2.0,1321.0,"1,321Sq Ft","5,750 Sq. Ft.",,5,33,44.0,Yes,"572,448"
384,CA,Contra-Costa-County,San Ramon,2737 Fountainhead Dr,94583,Townhouse,Active,"795,000",1973,3.0,1.5,1276.0,"1,276Sq Ft",880 Sq. Ft.,,9,22,11.0,Yes,"798,311"
385,CA,Contra-Costa-County,Antioch,1715 Hillcrest Ave,94509,Single Family Residential,New,"639,000",1942,3.0,2.5,1966.0,"1,966Sq Ft",1.49 Acres,,3,58,54.0,Yes,"650,754"
386,CA,Contra-Costa-County,Orinda,30 E Altarinda Dr,94563,Single Family Residential,Active,"1,950,000",1959,4.0,2.0,2316.0,"2,316Sq Ft",0.55 Acres,,9,3,10.0,Yes,"2,042,005"
387,CA,Contra-Costa-County,Hercules,112 Crabapple Ct,94547,Single Family Residential,New,"879,950",2004,3.0,2.5,1820.0,"1,820Sq Ft","3,302 Sq. Ft.",,7,38,33.0,Yes,"890,845"
388,CA,Contra-Costa-County,Hercules,1054 Cottage Ln,94547,Single Family Residential,Active,"749,999",2004,4.0,3.5,2452.0,"2,452Sq Ft","3,569 Sq. Ft.",,7,52,40.0,Yes,"757,956"
389,CA,Contra-Costa-County,Walnut Creek,1879 Olmo Way,94598,Townhouse,New,"699,800",1973,2.0,2.5,1308.0,"1,308Sq Ft","1,044 Sq. Ft.",,9,63,83.0,Yes,"711,123"
390,CA,Contra-Costa-County,Antioch,5532 Hazelbrook,94531-8618,Single Family Residential,Active,"748,888",2003,4.0,3.0,2466.0,"2,466Sq Ft","7,740 Sq. Ft.",,5,44,46.0,Yes,"754,839"
391,CA,Contra-Costa-County,Walnut Creek,1035 Northoak Dr,94598,Townhouse,Price Change,"848,800",1976,2.0,2.0,1217.0,"1,217Sq Ft","1,500 Sq. Ft.",,9,59,76.0,Yes,
392,CA,Contra-Costa-County,Concord,3655 Walnut Ave,94519,Single Family Residential,Active,"925,000",1953,4.0,2.0,1735.0,"1,735Sq Ft","8,500 Sq. Ft.",,6,36,52.0,Yes,"927,060"
393,CA,Contra-Costa-County,Bay Point,111 Maureen Cir,94565,Mobile/Manufactured Home,Active,"334,655",1953,3.0,2.0,1512.0,"1,512Sq Ft",,,5,10,48.0,No,"334,298"
394,CA,Contra-Costa-County,San Ramon,2503 Paddock Dr,94583,Single Family Residential,New,"1,725,000",1981,4.0,3.0,2282.0,"2,282Sq Ft","7,800 Sq. Ft.",,9,7,4.0,Yes,"1,753,329"
395,CA,Contra-Costa-County,Pleasant Hill,154 Flame Dr,94523,Single Family Residential,New,"979,000",1981,3.0,2.0,1802.0,"1,802Sq Ft","5,000 Sq. Ft.",,8,63,59.0,Yes,"978,310"
396,CA,Contra-Costa-County,El Cerrito,6860 Cutting Blvd,94530,Single Family Residential,Active,"849,000",1946,2.0,1.0,1274.0,"1,274Sq Ft","5,200 Sq. Ft.",,7,61,41.0,Yes,"1,048,429"
397,CA,Contra-Costa-County,Rodeo,91 Bonita Pl,94572,Single Family Residential,New,"688,888",1979,4.0,2.0,1405.0,"1,405Sq Ft","6,348 Sq. Ft.",,6,46,28.0,Yes,"693,119"
398,CA,Contra-Costa-County,Lafayette,4107 Happy Valley Rd,94549,Single Family Residential,New,"5,600,000",1987,5.0,5.5,6230.0,"6,230Sq Ft",1.17 Acres,,9,0,,Yes,
399,CA,Contra-Costa-County,Discovery Bay,2211 Colonial Ct,94505,Single Family Residential,New,"899,000",1989,4.0,3.0,2455.0,"2,455Sq Ft","7,747 Sq. Ft.",,7,17,36.0,Yes,"901,759"
400,CA,Contra-Costa-County,Richmond,1606 Mariposa St,94804,Single Family Residential,Active,"599,000",1947,2.0,1.0,1120.0,"1,120Sq Ft","3,750 Sq. Ft.",,5,75,51.0,Yes,"659,261"
401,CA,Contra-Costa-County,San Ramon,110 Compton Cir Unit D,94583,Condo,New,"469,000",1984,1.0,1.0,685.0,685Sq Ft,,,9,74,63.0,Yes,"479,880"
402,CA,Contra-Costa-County,Martinez,4103 Cabrilho Dr,94553,Single Family Residential,Active,"525,000",1966,3.0,1.5,952.0,952Sq Ft,"4,980 Sq. Ft.",,7,6,16.0,Yes,"524,834"
403,CA,Contra-Costa-County,DISCOVERY BAY,2406 Yosemite Way,94505,Single Family Home,Active,"899,999",2002,5.0,4.5,3329.0,"3,329Sq Ft","7,400 Sq. Ft.",,7,3,40.0,Yes,"907,965"
404,CA,Contra-Costa-County,San Ramon,3021 Oakham Dr,94583,Single Family Residential,New,"1,499,000",1976,4.0,3.0,2750.0,"2,750Sq Ft","10,400 Sq. Ft.",,9,23,60.0,Yes,"1,503,231"
405,CA,Contra-Costa-County,Concord,2278 Saint George Dr,94520,Single Family Residential,New,"749,950",1962,4.0,2.0,1515.0,"1,515Sq Ft","6,000 Sq. Ft.",,3,17,21.0,Yes,"753,328"
406,CA,Contra-Costa-County,Brentwood,1370 Pearl Way,94513,Single Family Residential,Active,"579,900",2003,2.0,2.0,1582.0,"1,582Sq Ft","4,800 Sq. Ft.",,9,5,42.0,Yes,"580,691"
407,CA,Contra-Costa-County,San Ramon,148 E Ridge Dr,94582,Condo,New,"639,000",1988,2.0,1.0,985.0,985Sq Ft,985 Sq. Ft.,,9,16,22.0,No,"649,342"
408,CA,Contra-Costa-County,Danville,2025 Chadbourne Ct,94506,Single Family Residential,New,"1,899,000",1987,4.0,3.0,3102.0,"3,102Sq Ft","8,000 Sq. Ft.",,9,30,27.0,Yes,"1,967,275"
409,CA,Contra-Costa-County,San Pablo,117 Zandra,94806,Single Family Residential,Active,"675,000",1963,3.0,2.0,1187.0,"1,187Sq Ft","9,100 Sq. Ft.",,5,43,20.0,Yes,"685,644"
410,CA,Contra-Costa-County,Antioch,3037 Butternut St,94509,Single Family Residential,New,"550,000",1992,3.0,2.0,1335.0,"1,335Sq Ft","5,000 Sq. Ft.",,5,19,40.0,Yes,"552,509"
411,CA,Contra-Costa-County,Hercules,698 Turquoise Dr,94547,Single Family Residential,Active,"939,000",1990,4.0,2.5,2615.0,"2,615Sq Ft","6,424 Sq. Ft.",,7,11,3.0,Yes,
412,CA,Contra-Costa-County,Brentwood,752 Campanello Way,94513,Single Family Residential,Active,"895,000",2000,4.0,3.0,2748.0,"2,748Sq Ft","8,000 Sq. Ft.",,7,23,60.0,Yes,"901,284"
413,CA,Contra-Costa-County,Walnut Creek,181 Alegra Ln,94598,Single Family Residential,Active,"3,850,000",1997,6.0,5.5,4450.0,"4,450Sq Ft",0.65 Acres,,9,38,25.0,Yes,"3,872,486"
414,CA,Contra-Costa-County,Richmond,1521 24Th St,94806,Single Family Residential,Active,"624,990",1957,3.0,1.0,1105.0,"1,105Sq Ft","3,920 Sq. Ft.",,3,83,53.0,Yes,"643,473"
415,CA,Contra-Costa-County,Pittsburg,2214 Westgate Dr,94565,Single Family Residential,New,"599,000",1980,3.0,2.5,1621.0,"1,621Sq Ft","3,848 Sq. Ft.",,4,80,65.0,Yes,"593,502"
416,CA,Contra-Costa-County,Danville,2131 Deer Oak Way,94506,Single Family Residential,Active,"2,998,000",1978,5.0,3.0,3845.0,"3,845Sq Ft",0.53 Acres,,9,0,10.0,Yes,
