State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
Ca,Alameda-county,Berkeley,1733 francisco st unit d,94703,Townhouse,New,975000.0,1969,3.0,1.5,1160.0,7325.0,275.0,8,90,98.0,Yes,1127586.0
Ca,Alameda-county,Oakland,4830 ygnacio blvd,94601,Single family residential,Active,599000.0,1920,3.0,2.0,1122.0,3680.0,0.0,4,85,57.0,Yes,642171.0
Ca,Alameda-county,San leandro,15235 central ave,94578,Single family residential,New,829000.0,1947,4.0,2.0,1632.0,5400.0,0.0,5,47,55.0,No,844713.0
Ca,Alameda-county,Dublin,7527 frederiksen ln,94568,Single family home,Active,1199000.0,1964,3.0,2.0,1053.0,6504.0,0.0,9,45,68.0,Yes,1223956.0
Ca,Alameda-county,Hayward,3672 skyline dr,94542,Single family residential,New,999888.0,1976,4.0,2.5,2067.0,8931.0,0.0,5,16,21.0,Yes,1055437.0
Ca,Alameda-county,Oakland,805 paloma ave,94610,Single family residential,New,949000.0,1920,2.0,1.0,1052.0,2479.0,0.0,9,67,52.0,Yes,1287142.0
Ca,Alameda-county,Oakland,3214 13th ave,94610,Multi-family (2-4 unit),New,679999.0,1895,4.0,2.0,1662.0,2097.0,0.0,7,64,48.0,No,686042.0
Ca,Alameda-county,Oakland,285 sextus rd,94603,Single family residential,Coming soon,569000.0,1943,3.0,1.0,1339.0,6660.0,0.0,3,53,65.0,No,0.0
Ca,Alameda-county,Fremont,32507 lake chabot st,94555,Single family residential,Active,1650000.0,1973,4.0,2.0,1476.0,6534.0,0.0,9,52,55.0,Yes,1635175.0
Ca,Alameda-county,Livermore,2745 kellogg loop,94550,Single family residential,New,1775000.0,2004,5.0,4.0,3287.0,11325.6,8.0,7,8,66.0,Yes,1802706.0
Ca,Alameda-county,Castro valley,4253 moreland dr,94546,Single family residential,New,949888.0,1953,4.0,2.5,1715.0,5750.0,0.0,8,51,32.0,Yes,969016.0
Ca,Alameda-county,Alameda,1204 court st,94501,Single family residential,New,1095000.0,1918,3.0,2.0,1193.0,3840.0,0.0,9,84,85.0,No,1292101.0
Ca,Alameda-county,Fremont,3856 carol ave,94538,Single family residential,New,1599900.0,1954,4.0,3.0,1586.0,5004.0,0.0,8,85,68.0,Yes,1640466.0
Ca,Alameda-county,Berkeley,2708 prince st,94705,Single family residential,New,1250000.0,1921,2.0,1.0,1060.0,4375.0,0.0,8,96,93.0,Yes,0.0
Ca,Alameda-county,Oakland,1520 union st,94607-2221,Single family residential,New,949000.0,1911,3.0,2.0,1414.0,7425.0,0.0,7,84,97.0,Yes,1038654.0
Ca,Alameda-county,Fremont,1053 huntington cmn,94536,Condo,New,899950.0,1988,3.0,2.5,1284.0,7425.0,426.0,7,28,68.0,Yes,897978.0
Ca,Alameda-county,Oakland,4424 camden,94619,Single family residential,Active,700000.0,1945,2.0,1.0,1182.0,4399.0,0.0,5,82,46.0,Yes,719865.0
Ca,Alameda-county,San leandro,1473 daily dr,94577,Single family residential,New,1225000.0,1958,3.0,2.5,3200.0,10414.0,0.0,6,11,3.0,Yes,1286822.0
Ca,Alameda-county,Oakland,3239 c louise st,94608,Single family residential,New,1095000.0,2017,3.0,3.5,2008.0,1812.0,0.0,7,85,98.0,Yes,1176836.0
Ca,Alameda-county,Hayward,29048 mendez rd,94544,Mobile/manufactured home,New,298000.0,2017,2.0,2.0,1480.0,1812.0,0.0,3,42,57.0,Yes,297729.0
Ca,Alameda-county,Fremont,4376 hyde cmn,94538,Single family residential,New,1399800.0,2010,4.0,3.5,1737.0,10706.0,298.0,8,82,58.0,Yes,1451634.0
Ca,Alameda-county,Oakland,665 s elmhurst ave,94603,Single family home,Active,498000.0,1907,2.0,1.0,945.0,5000.0,0.0,3,67,60.0,No,500867.0
Ca,Alameda-county,Hayward,29358 sandburg way,94544,Mobile/manufactured home,Active,330000.0,1977,2.0,2.0,1512.0,5000.0,0.0,5,55,66.0,No,329927.0
Ca,Alameda-county,Pleasanton,6082 allbrook cir,94588,Single family residential,New,1700000.0,1967,5.0,3.0,2326.0,7317.0,0.0,9,53,76.0,Yes,1696705.0
Ca,Alameda-county,Hayward,19063 lowell ave,94541,Single family residential,New,699000.0,1923,2.0,1.0,780.0,15245.999999999998,0.0,4,58,54.0,Yes,735272.0
Ca,Alameda-county,Livermore,5330 sandra way,94550,Single family residential,New,1198000.0,1968,3.0,2.5,2174.0,9992.0,0.0,7,21,67.0,Yes,1232529.0
Ca,Alameda-county,Piedmont,9 selborne dr,94611,Single family residential,New,2695000.0,1953,4.0,3.5,3758.0,6468.0,0.0,9,45,22.0,Yes,2893457.0
Ca,Alameda-county,Pleasanton,2161 armstrong dr,94588,Single family residential,New,1358800.0,1984,3.0,2.5,1468.0,3549.0,15.0,9,46,74.0,Yes,1385644.0
Ca,Alameda-county,Hayward,2652 darwin st,94545,Single family residential,Active,829000.0,1956,3.0,2.0,1281.0,5000.0,0.0,8,63,61.0,Yes,833419.0
Ca,Alameda-county,Hayward,1970 barton way,94545,Single family home,Active,1029800.0,1992,4.0,2.5,1751.0,3500.0,0.0,5,53,40.0,Yes,1070674.0
Ca,Alameda-county,Berkeley,20 brookside ave,94705,Single family residential,New,3195000.0,1916,3.0,3.0,3472.0,6222.0,0.0,8,91,64.0,Yes,0.0
Ca,Alameda-county,Oakland,3039 60th ave,94605,Single family residential,New,798000.0,1925,3.0,2.0,1335.0,4360.0,0.0,3,79,66.0,Yes,793647.0
Ca,Alameda-county,Union city,2613 central ct,94587,Single family home,Active,1429999.0,1975,4.0,2.0,1544.0,7600.0,0.0,8,47,60.0,Yes,1419408.0
Ca,Alameda-county,Fremont,3777 oxford cmn,94536,Townhouse,Active,745000.0,1973,2.0,1.5,1024.0,792.0,295.0,8,54,51.0,No,745923.0
Ca,Alameda-county,Livermore,240 scherman way,94550,Single family residential,New,1299000.0,1971,4.0,2.0,1452.0,7430.0,0.0,7,17,62.0,Yes,1295785.0
Ca,Alameda-county,Fremont,4467 red oak cmn,94538,Single family residential,New,1650000.0,1986,3.0,2.5,1633.0,3744.0,132.0,8,54,50.0,Yes,1676080.0
Ca,Alameda-county,Fremont,39078 guardino dr #106,94538,Condo,Active,498000.0,1990,1.0,1.0,693.0,3744.0,523.0,7,45,64.0,Yes,0.0
Ca,Alameda-county,Oakland,3849 west st,94608,Single family residential,New,975000.0,2022,3.0,3.0,1602.0,1429.0,0.0,7,87,99.0,Yes,1025094.0
Ca,Alameda-county,Fremont,244 scotia ct,94539,Single family home,Active,3098888.0,1989,4.0,3.0,3168.0,8368.0,0.0,9,30,38.0,Yes,3096689.0
Ca,Alameda-county,Oakland,1866 mountain blvd,94611,Single family residential,New,1795000.0,1949,4.0,3.0,2556.0,5408.0,0.0,8,85,41.0,Yes,2117403.0
Ca,Alameda-county,San lorenzo,16150 ashland #50,94580,Mobile/manufactured home,Price change,129000.0,1949,2.0,1.0,806.0,5408.0,0.0,4,63,55.0,Yes,123763.0
Ca,Alameda-county,Oakland,976 53rd st,94608,Single family residential,New,1249000.0,2022,5.0,3.0,1950.0,4800.0,0.0,7,88,99.0,No,1245182.0
Ca,Alameda-county,Castro valley,2877 crystal ct,94546,Townhouse,New,579900.0,1978,2.0,1.5,1048.0,2435.0,149.0,5,45,53.0,Yes,605532.0
Ca,Alameda-county,Hayward,27753 la porte ave,94545,Single family residential,New,838000.0,1955,3.0,2.0,1000.0,5000.0,0.0,5,27,56.0,Yes,0.0
Ca,Alameda-county,Berkeley,135 tunnel rd,94705,Single family residential,New,1949000.0,1912,4.0,2.5,2904.0,5814.0,0.0,8,77,66.0,No,2207375.0
Ca,Alameda-county,Oakland,817 henry st,94607,Single family residential,New,589000.0,1920,1.0,1.0,740.0,1100.0,0.0,7,82,99.0,No,589916.0
Ca,Alameda-county,Livermore,1062 lambaren ave,94551,Single family residential,Active,749000.0,1920,3.0,1.0,982.0,5000.0,0.0,7,84,82.0,Yes,754047.0
Ca,Alameda-county,Berkeley,2211 mckinley ave,94703,Single family residential,New,1475000.0,1919,3.0,2.0,1507.0,5200.0,0.0,8,92,99.0,Yes,1582992.0
Ca,Alameda-county,Union city,34806 starling dr #3,94587,Condo,Active,545000.0,1972,2.0,1.0,903.0,5200.0,385.0,8,75,74.0,No,543938.0
Ca,Alameda-county,Oakland,3043 capp st,94602,Single family residential,New,749950.0,1908,3.0,2.0,1208.0,7500.0,0.0,5,83,65.0,Yes,746939.0
Ca,Alameda-county,Union city,4836 christine ct,94587,Single family residential,New,1150000.0,1975,3.0,2.0,1374.0,9179.0,0.0,8,9,50.0,Yes,1164178.0
Ca,Alameda-county,Berkeley,2322 eighth st,94710,Single family residential,New,959000.0,1907,2.0,2.0,1144.0,3240.0,0.0,8,92,95.0,Yes,1125506.0
Ca,Alameda-county,Oakland,5431 holland,94601,Single family residential,New,560000.0,1996,3.0,1.5,1350.0,3690.0,0.0,3,82,69.0,Yes,575543.0
Ca,Alameda-county,Berkeley,1625 san lorenzo ave,94707,Single family residential,Active,1199000.0,1925,2.0,2.0,1153.0,4100.0,0.0,8,93,78.0,Yes,1413237.0
Ca,Alameda-county,Oakland,956 54th st,94608,Single family residential,New,1050000.0,1900,3.0,2.0,2000.0,3000.0,0.0,7,89,99.0,Yes,1214613.0
Ca,Alameda-county,Berkeley,2214 browning st,94702,Single family residential,Active,1249000.0,1918,3.0,2.0,1560.0,3840.0,0.0,8,92,99.0,Yes,0.0
Ca,Alameda-county,Livermore,5811 wilma ct,94550,Single family residential,New,1774888.0,1998,5.0,3.5,3433.0,16988.4,0.0,7,14,61.0,Yes,0.0
Ca,Alameda-county,Pleasanton,822 saint john ct,94566,Single family home,Active,1799000.0,1997,4.0,3.0,2600.0,4000.0,67.0,9,78,72.0,Yes,1800272.0
Ca,Alameda-county,Oakland,3021 75th ave,94605,Single family residential,New,899000.0,1962,3.0,3.0,2492.0,3404.0,0.0,4,64,32.0,Yes,946417.0
Ca,Alameda-county,Oakland,7509 deerwood ave,94605,Single family residential,New,699995.0,1941,3.0,2.0,1750.0,3956.0,0.0,5,76,72.0,No,707500.0
Ca,Alameda-county,Alameda,2828 encinal,94501,Single family residential,New,898000.0,1900,2.0,1.0,1000.0,2556.0,0.0,9,81,83.0,No,1094301.0
Ca,Alameda-county,Oakland,199 montecito ave #206,94610,Condo,Active,365000.0,1971,1.0,1.0,625.0,10800.0,389.0,8,92,80.0,Yes,365251.0
Ca,Alameda-county,Dublin,8051 crossridge rd,94568-3496,Single family residential,New,1649000.0,1988,5.0,2.5,2487.0,5666.0,0.0,9,12,40.0,Yes,1665235.0
Ca,Alameda-county,Oakland,6154 mazuela dr,94611,Single family residential,New,1749000.0,2002,4.0,4.0,3477.0,16117.199999999999,119.0,8,35,30.0,Yes,2172570.0
Ca,Alameda-county,Oakland,579 57th st,94609,Single family residential,New,1395000.0,1932,5.0,2.0,2497.0,4183.0,0.0,8,92,90.0,Yes,1401880.0
Ca,Alameda-county,Union city,2427 balmoral st,94587,Single family residential,Active,1274900.0,1968,4.0,2.0,1888.0,9121.0,0.0,8,32,48.0,Yes,1270561.0
Ca,Alameda-county,Oakland,2341 82nd ave,94605-3409,Single family residential,New,680000.0,1919,3.0,2.0,1268.0,6624.0,0.0,4,72,63.0,Yes,676842.0
Ca,Alameda-county,Oakland,4016 fruitvale ave,94602,Single family residential,New,1089000.0,1953,3.0,2.0,1831.0,5457.0,0.0,7,63,32.0,Yes,1377973.0
Ca,Alameda-county,Fremont,36345 frobisher dr,94536,Single family residential,Active,1200000.0,1956,4.0,2.0,1599.0,6609.0,0.0,7,49,47.0,Yes,1208003.0
Ca,Alameda-county,Oakland,3006 madeline st,94602,Single family residential,Active,629000.0,1923,2.0,1.0,816.0,4000.0,0.0,5,83,49.0,Yes,762475.0
Ca,Alameda-county,Piedmont,558 crofton ave,94610,Single family residential,New,2550000.0,1924,4.0,2.5,2463.0,6250.0,0.0,9,85,58.0,Yes,2634615.0
Ca,Alameda-county,Hayward,29552 chance st,94544,Single family residential,New,899000.0,1988,3.0,2.0,1154.0,1154.0,0.0,3,35,67.0,Yes,901714.0
Ca,Alameda-county,Oakland,3216 brookdale ave,94602,Single family residential,New,899999.0,1952,4.0,2.0,2153.0,6650.0,0.0,5,68,57.0,No,918710.0
Ca,Alameda-county,Fremont,34249 xanadu ter,94555,Single family residential,New,1799950.0,1989,4.0,2.5,1812.0,3377.0,33.0,9,42,54.0,Yes,1832384.0
Ca,Alameda-county,Alameda,1 barker ct,94501,Single family residential,New,1198800.0,1998,3.0,2.5,1622.0,2399.0,115.0,7,86,89.0,Yes,1216077.0
Ca,Alameda-county,Livermore,1289 accra ct,94550,Single family residential,New,1279000.0,1971,3.0,2.0,1728.0,8051.0,0.0,8,58,65.0,Yes,1307443.0
Ca,Alameda-county,San leandro,14684 cypress st,94579,Single family home,Active,939000.0,1953,3.0,2.0,1694.0,5130.0,0.0,8,47,60.0,Yes,945342.0
Ca,Alameda-county,Oakland,470 65th st,94609,Single family residential,New,1395000.0,1924,3.0,2.0,2176.0,4240.0,0.0,8,92,99.0,Yes,1710309.0
Ca,Alameda-county,Hayward,2509 tahoe ave,94545,Single family home,Active,968000.0,1965,4.0,2.0,1672.0,6800.0,0.0,5,66,53.0,Yes,1002447.0
Ca,Alameda-county,Oakland,4824 trinidad ave,94602,Single family residential,New,1095000.0,1963,3.0,2.0,2158.0,8134.0,0.0,5,6,12.0,Yes,1369222.0
Ca,Alameda-county,San lorenzo,16032 via descanso,94580,Single family residential,New,749000.0,1944,3.0,1.0,1000.0,5000.0,10.0,4,72,64.0,Yes,762321.0
Ca,Alameda-county,Fremont,43139 calle sagrada,94539,Single family residential,New,1995000.0,2019,4.0,3.5,2374.0,1451.0,180.0,9,63,53.0,Yes,2003417.0
Ca,Alameda-county,Hayward,188 briarwood dr,94544,Townhouse,New,699000.0,1973,2.0,2.5,1340.0,2072.0,371.0,3,64,70.0,Yes,699634.0
Ca,Alameda-county,Oakland,2800 best ave,94619,Single family residential,New,925000.0,1922,5.0,3.0,1924.0,4428.0,0.0,3,66,32.0,Yes,996838.0
Ca,Alameda-county,Hayward,24719 townsend ave,94544,Single family residential,Active,889000.0,1958,3.0,2.0,1419.0,5850.0,0.0,5,68,58.0,Yes,940258.0
Ca,Alameda-county,Dublin,3420 finnian way #108,94568,Condo,New,796643.0,2007,2.0,2.5,1386.0,5850.0,410.0,9,58,61.0,Yes,794761.0
Ca,Alameda-county,Oakland,215 hunter ave,94603,Single family residential,Price change,539900.0,1943,3.0,1.0,782.0,4212.0,0.0,3,52,57.0,Yes,542579.0
Ca,Alameda-county,Oakland,1115 72nd ave,94621,Single family residential,New,600000.0,1948,3.0,2.0,1389.0,4500.0,0.0,5,76,66.0,Yes,609748.0
Ca,Alameda-county,Oakland,7350 holly st,94621,Single family residential,New,675000.0,1926,4.0,2.0,1523.0,3150.0,0.0,5,73,68.0,Yes,693580.0
Ca,Alameda-county,Fremont,43154 calle familia,94539,Single family residential,New,2049888.0,2017,4.0,3.5,2374.0,1688.0,182.0,9,63,53.0,Yes,2043536.0
Ca,Alameda-county,Fremont,34152 audrey ct,94555,Single family residential,Active,1899999.0,1986,4.0,2.5,1717.0,5593.0,0.0,9,61,63.0,Yes,1898484.0
Ca,Alameda-county,Fremont,4881 bryce canyon park dr,94538,Single family home,Active,1399000.0,1963,3.0,2.0,1347.0,5900.0,0.0,7,46,49.0,Yes,1415781.0
Ca,Alameda-county,San leandro,14301 santiago rd,94577,Single family residential,New,888888.0,1963,3.0,2.0,1126.0,6188.0,0.0,5,49,49.0,Yes,896724.0
Ca,Alameda-county,Berkeley,161 tamalpais rd,94708,Single family residential,New,1095000.0,1983,2.0,2.0,1480.0,7713.0,0.0,8,39,37.0,Yes,1273397.0
Ca,Alameda-county,Oakland,171 marlow dr,94605,Single family residential,Active,950000.0,1946,2.0,1.5,1108.0,9155.0,8.0,4,50,23.0,Yes,1041666.0
Ca,Alameda-county,Oakland,3127 62nd ave,94605,Single family residential,Active,879000.0,1927,4.0,2.0,1788.0,5500.0,0.0,3,82,64.0,No,878927.0
Ca,Alameda-county,Berkeley,2444 virginia st unit b,94709,Condo,New,775000.0,1932,2.0,2.0,900.0,12632.4,300.0,8,91,77.0,Yes,818761.0
Ca,San-mateo-county,San bruno,131 camellia ct,94066,Single family home,Active,1498000.0,1958,4.0,2.0,1580.0,6313.0,0.0,6,27,9.0,Yes,1525029.0
Ca,San-mateo-county,San mateo,1685 s norfolk st,94403,Single family residence,Active,1999999.0,1954,5.0,4.0,1602.0,5000.0,0.0,8,64,67.0,No,2008367.0
Ca,San-mateo-county,Pacifica,264 berendos ave,94044,Single family home,Active,1295000.0,1953,3.0,2.0,1310.0,6832.0,0.0,7,9,3.0,Yes,1333018.0
Ca,San-mateo-county,San bruno,110 trinity ct,94066,Single family home,Active,1725000.0,1967,4.0,3.0,2140.0,5000.0,0.0,7,16,10.0,Yes,1691634.0
Ca,San-mateo-county,East palo alto,916 oakes st,94303,Single family home,Active,1500000.0,2000,4.0,2.5,1890.0,3022.0,14.0,7,64,71.0,Yes,1512428.0
Ca,San-mateo-county,San carlos,1902 san carlos ave,94070,Single family home,Active,1899000.0,1936,3.0,2.0,1740.0,5800.0,0.0,9,49,46.0,Yes,1957613.0
Ca,San-mateo-county,Redwood city,322 beresford ave,94061,Single family home,Active,1800000.0,1950,3.0,1.5,1010.0,4794.0,0.0,6,67,62.0,Yes,1834126.0
Ca,San-mateo-county,Daly city,65 alexander ave,94014,Single family residential,Active,1398000.0,1927,4.0,3.0,1670.0,2500.0,0.0,7,76,26.0,Yes,1412453.0
Ca,San-mateo-county,South san francisco,115 dundee dr,94080,Single family home,Active,1399000.0,1952,3.0,2.0,2070.0,14810.400000000001,0.0,7,46,19.0,Yes,1417391.0
Ca,San-mateo-county,South san francisco,200 linden ave #711,94080,Condo,Active,920000.0,1952,2.0,1.0,990.0,14810.400000000001,514.0,5,96,72.0,Yes,908701.0
Ca,San-mateo-county,Daly city,30 alpine ave,94015,Single family home,Active,998000.0,1955,3.0,1.0,1060.0,3400.0,0.0,7,70,42.0,Yes,1021946.0
Ca,San-mateo-county,Portola valley,180 mimosa way,94028,Single family home,Active,3198000.0,1953,2.0,2.0,1780.0,11761.2,0.0,8,16,15.0,Yes,3215059.0
Ca,San-mateo-county,San carlos,103 mirabel pl,94070,Single family home,Active,2398888.0,2014,4.0,3.5,2339.0,3922.0,311.0,9,85,51.0,Yes,2484402.0
Ca,San-mateo-county,Burlingame,1517 cypress ave,94010,Single family home,Active,2888000.0,1922,3.0,2.0,2080.0,6600.0,0.0,9,97,80.0,Yes,2891094.0
Ca,San-mateo-county,Burlingame,106 los montes dr,94010,Single family home,Active,2900000.0,1951,3.0,2.0,1570.0,10709.0,0.0,9,12,14.0,Yes,2937369.0
Ca,San-mateo-county,Menlo park,854 cambridge ave,94025,Single family home,Active,2993000.0,1948,4.0,3.0,1710.0,7560.0,0.0,9,73,94.0,Yes,3022361.0
Ca,San-mateo-county,San mateo,924 10th ave,94402,Multi-family (2-4 unit),Active,1418000.0,1937,3.0,2.0,1710.0,5085.0,0.0,8,80,82.0,Yes,0.0
Ca,San-mateo-county,San mateo,3929 casanova dr,94403,Single family home,Active,1498000.0,1950,3.0,1.0,1080.0,5000.0,0.0,7,58,76.0,Yes,1597319.0
Ca,San-mateo-county,San mateo,729 murphy dr,94402,Single family home,Active,2850000.0,1973,4.0,3.0,2860.0,8509.0,0.0,8,10,8.0,Yes,2851727.0
Ca,San-mateo-county,East palo alto,480 e o'keefe st #217,94303,Condo,Active,475000.0,1981,1.0,1.0,613.0,2500.0,450.0,7,62,80.0,Yes,475564.0
Ca,San-mateo-county,Menlo park,1108 henderson ave,94025,Single family home,Active,1149000.0,1954,3.0,1.0,1310.0,4720.0,0.0,7,59,74.0,Yes,1147058.0
Ca,San-mateo-county,Daly city,196 westmoor ave,94015,Single family residential,Active,1295000.0,1956,3.0,2.0,1470.0,3300.0,0.0,7,77,54.0,Yes,0.0
Ca,San-mateo-county,Burlingame,715 burlingame ave,94010,Single family home,Active,2895000.0,1937,4.0,2.0,2700.0,5000.0,0.0,9,89,77.0,Yes,2891745.0
Ca,San-mateo-county,San mateo,664 bermuda dr,94403,Single family home,Active,1375000.0,1954,3.0,2.0,1210.0,5200.0,30.0,7,78,76.0,Yes,1414366.0
Ca,San-mateo-county,South san francisco,21 pointe view pl,94080,Single family home,Active,1298000.0,2004,4.0,3.5,2490.0,3434.0,207.0,7,64,42.0,Yes,1309718.0
Ca,San-mateo-county,Millbrae,849 tioga dr,94030,Single family home,Active,2295000.0,1965,4.0,2.0,2120.0,9100.0,0.0,9,28,12.0,Yes,2367564.0
Ca,San-mateo-county,Foster city,101 calypso ln,94404,Condo,Active,2338000.0,2022,4.0,3.5,2239.0,9100.0,487.0,0,77,55.0,Yes,0.0
Ca,San-mateo-county,Redwood city,1228 ebener st,94061,Single family home,Active,1998000.0,1990,4.0,3.5,3060.0,7580.0,0.0,6,77,71.0,Yes,2029582.0
Ca,San-mateo-county,San bruno,2620 fleetwood dr,94066,Single family home,Active,1198000.0,1954,3.0,2.0,1110.0,6215.0,0.0,6,25,34.0,No,1208677.0
Ca,San-mateo-county,South san francisco,3612 callan blvd,94080,Single family residential,Active,1250000.0,1974,3.0,2.5,1540.0,2500.0,0.0,8,70,32.0,Yes,1261995.0
Ca,San-mateo-county,Redwood city,1650 james ave,94062,Single family home,Active,2400000.0,1955,3.0,2.5,2430.0,6250.0,0.0,6,58,67.0,Yes,2388159.0
Ca,San-mateo-county,Millbrae,240 poplar ave,94030,Single family home,Active,1968000.0,1928,3.0,3.0,2324.0,5520.0,0.0,9,91,54.0,Yes,2045923.0
Ca,San-mateo-county,Belmont,903 ruth ave,94002,Single family home,Active,1998000.0,1947,3.0,2.0,1450.0,5500.0,0.0,9,80,38.0,Yes,2044860.0
Ca,San-mateo-county,Foster city,853 vespucci ln,94404,Townhouse,Active,1488000.0,1974,2.0,1.5,1460.0,1855.0,420.0,9,78,60.0,Yes,1489762.0
Ca,San-mateo-county,East palo alto,239 gardenia way,94303,Single family home,Active,979000.0,1954,3.0,2.0,1570.0,7250.0,0.0,7,45,73.0,Yes,979927.0
Ca,San-mateo-county,San carlos,22 del rey ct,94070,Single family home,Active,2870000.0,1957,4.0,3.0,2144.0,6800.0,0.0,9,58,23.0,Yes,0.0
Ca,San-mateo-county,South san francisco,435 yellowstone dr,94080,Single family home,Active,1398000.0,1959,3.0,2.0,1360.0,5040.0,0.0,6,11,11.0,Yes,0.0
Ca,San-mateo-county,East palo alto,767 carole ct,94303,Single family residential,Active,1685000.0,2005,5.0,2.5,3159.0,6510.0,0.0,7,78,75.0,Yes,1696548.0
Ca,San-mateo-county,Pacifica,828 linda mar blvd,94044,Single family home,Active,1450000.0,1954,3.0,2.0,1540.0,4950.0,0.0,7,69,51.0,Yes,0.0
Ca,San-mateo-county,Foster city,248 puffin ct,94404,Single family home,Active,2589000.0,1965,4.0,2.5,2300.0,6175.0,0.0,7,32,64.0,Yes,2724325.0
Ca,San-mateo-county,Burlingame,113 alturas dr,94010,Single family home,Active,2698000.0,1949,4.0,3.0,2110.0,10890.0,0.0,9,14,13.0,Yes,2720649.0
Ca,San-mateo-county,San carlos,760 sunset dr,94070,Single family home,Active,2495000.0,1963,3.0,2.0,1860.0,12632.4,0.0,9,21,26.0,Yes,0.0
Ca,San-mateo-county,San mateo,473 landeros dr unit n5,94403,Townhouse,Price change,1468000.0,2014,2.0,2.0,1353.0,1322.0,363.0,7,71,80.0,Yes,1467834.0
Ca,San-mateo-county,Redwood city,821 shepard way,94062,Single family home,Active,2995000.0,1969,4.0,3.0,2680.0,8000.0,0.0,8,30,43.0,Yes,3042553.0
Ca,San-mateo-county,San carlos,2116 greenwood ave,94070,Single family home,Active,1988000.0,1946,2.0,1.0,1070.0,7920.0,0.0,9,52,59.0,Yes,1972606.0
Ca,San-mateo-county,Foster city,591 pilgrim dr,94404,Condo,Active,1868000.0,2022,3.0,2.5,1866.0,7920.0,487.0,7,77,55.0,Yes,1865023.0
Ca,San-mateo-county,Millbrae,375 la prenda,94030,Single family residential,Active,2688888.0,1957,3.0,3.5,1920.0,13068.0,0.0,9,7,15.0,Yes,2836746.0
Ca,San-mateo-county,Redwood city,8 odessa ct,94063,Single family home,Active,1688888.0,1947,4.0,3.0,1913.0,6000.0,0.0,6,64,63.0,Yes,1943079.0
Ca,San-mateo-county,Redwood city,163 somerset st,94062,Single family home,Active,2700000.0,1925,3.0,2.0,1920.0,6500.0,0.0,9,55,61.0,Yes,2755321.0
Ca,San-mateo-county,Burlingame,1046 laguna ave,94010,Single family home,Active,2199950.0,1993,3.0,3.5,2170.0,5750.0,200.0,9,89,85.0,Yes,2199606.0
Ca,San-mateo-county,San carlos,618 walnut st #404,94070,Condo,Active,1149000.0,2003,2.0,2.0,1310.0,1.0,505.0,9,96,73.0,Yes,1161833.0
Ca,San-mateo-county,San mateo,1006 college ave,94401,Single family home,Active,1649888.0,1939,3.0,3.0,1786.0,5000.0,0.0,7,71,60.0,Yes,1667399.0
Ca,San-mateo-county,Millbrae,1112 millbrae ave,94030,Single family home,Active,2830000.0,1959,6.0,4.0,3203.0,6400.0,0.0,9,45,16.0,Yes,2857803.0
Ca,San-mateo-county,San carlos,343 fairfield dr,94070,Single family home,Active,1560000.0,1948,3.0,1.0,1100.0,5000.0,0.0,9,82,73.0,Yes,1551782.0
Ca,San-mateo-county,San mateo,128 n el camino real #209,94401,Condo,Active,999000.0,1994,2.0,2.5,1298.0,5000.0,456.0,7,90,70.0,Yes,1005734.0
Ca,San-mateo-county,Redwood city,3852 jefferson ave,94062,Single family home,Active,2349000.0,1985,3.0,2.5,2510.0,7564.0,0.0,8,30,43.0,Yes,0.0
Ca,San-mateo-county,San mateo,287 waters park cir,94403,Condo,New,1469990.0,2022,2.0,2.0,1636.0,12196.800000000001,359.0,7,42,71.0,Yes,1458636.0
Ca,San-mateo-county,Daly city,882 king dr,94015,Single family residential,Active,1349900.0,1960,4.0,2.0,1910.0,3536.0,0.0,7,60,32.0,Yes,1447110.0
Ca,San-mateo-county,Daly city,493 lakeshire dr,94015,Single family residential,Active,1195000.0,1960,4.0,3.0,1890.0,3366.0,0.0,7,60,25.0,Yes,0.0
Ca,San-mateo-county,San bruno,2100 pinecrest dr,94066,Single family home,Active,1450000.0,1959,3.0,3.0,2250.0,5050.0,0.0,6,23,9.0,Yes,1519310.0
Ca,San-mateo-county,San mateo,128 state st,94401,Townhouse,Active,1288888.0,1982,2.0,2.5,1252.0,12632.4,400.0,7,76,66.0,Yes,1325429.0
Ca,San-mateo-county,Belmont,1134 continentals way,94002,Townhouse,Active,1388000.0,1977,3.0,2.5,1590.0,2400.0,490.0,9,46,35.0,Yes,1469144.0
Ca,San-mateo-county,Redwood city,925 roosevelt ave,94061,Duplex,Active,1498000.0,1952,4.0,2.0,1971.0,4600.0,0.0,9,57,56.0,Yes,1501798.0
Ca,San-mateo-county,South san francisco,85 - 87 chestnut ave,94080,Multi-family (2-4 unit),Active,1398000.0,1951,4.0,2.0,2020.0,7228.0,0.0,7,80,75.0,Yes,0.0
Ca,San-mateo-county,Burlingame,1011 chula vista ave,94010,Single family home,Active,1950000.0,1922,2.0,1.0,1845.0,4830.0,0.0,9,88,84.0,Yes,1905780.0
Ca,San-mateo-county,Burlingame,1104 oxford rd,94010,Single family residential,Active,2388000.0,1960,3.0,2.0,1810.0,6000.0,0.0,9,68,76.0,Yes,2459740.0
